Time,Target,URL,Mode,Status,Latency(ms)
2026-05-29 15:18:13,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512705040>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2018
,2028
2026-05-29 15:18:13,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127057B0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2028
2026-05-29 15:18:13,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2020
2026-05-29 15:18:20,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-29 15:18:20,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2015
2026-05-29 15:18:20,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B750>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:20,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127068B0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:20,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512706250>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:20,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127058C0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:20,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B610>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-29 15:18:27,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2014

2026-05-29 15:18:27,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512705480>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-29 15:18:27,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127069C0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-29 15:18:27,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127046B0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2014
,2015
2026-05-29 15:18:27,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000028512718F50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-29 15:18:34,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2007
2026-05-29 15:18:34,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127046B0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2021
,2020
2026-05-29 15:18:34,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000028512718F50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2021
2026-05-29 15:18:34,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512705480>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2022
2026-05-29 15:18:34,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512706140>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2023
2026-05-29 15:18:34,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2020
2026-05-29 15:18:41,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127058C0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-29 15:18:41,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B390>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2013
2026-05-29 15:18:41,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512706250>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-29 15:18:41,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,20142026-05-29 15:18:41,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B610>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-29 15:18:41,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127047C0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2013
2026-05-29 15:18:48,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2014
2026-05-29 15:18:48,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B110>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))"2026-05-29 15:18:48,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271BED0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-29 15:18:48,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127059D0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:48,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512705040>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2016
2026-05-29 15:18:48,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-29 15:18:55,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,202022026-05-29 15:18:55,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127049E0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2020
2026-05-29 15:18:55,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000285127059D0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2020

2026-05-29 15:18:55,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000002851271B250>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2020
2026-05-29 15:19:02,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2014
2026-05-29 15:19:02,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2012
2026-05-29 15:19:02,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000028512706250>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
,2015
