Time,Target,URL,Mode,Status,Latency(ms)
2026-05-12 06:54:59,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1BB010>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2009
2026-05-12 06:54:59,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1A13D0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:06,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1BB350>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:06,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2010
2026-05-12 06:55:06,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2009
2026-05-12 06:55:06,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE191850>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:06,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1BB450>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:06,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1BBA50>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:06,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1B8F50>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:13,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2001
2026-05-12 06:55:13,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1CC550>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:13,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1CC110>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:13,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-12 06:55:13,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1CCE10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:13,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1CEA90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:13,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1A0ED0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:20,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE169D90>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:20,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE168C50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:20,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2008
2026-05-12 06:55:20,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2009
2026-05-12 06:55:20,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE17B910>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:20,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE168B90>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2009
2026-05-12 06:55:20,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE17C910>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2008
2026-05-12 06:55:27,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1CE110>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:27,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE2606D0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:27,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE17A650>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:27,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2011
2026-05-12 06:55:27,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2011
2026-05-12 06:55:27,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE179810>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:27,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE250B10>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:34,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2011
nectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1681D0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:34,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2010
2026-05-12 06:55:34,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1799D0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:34,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1BBED0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:34,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE17B0D0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
2026-05-12 06:55:34,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE169350>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2011
2026-05-12 06:55:41,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1DFA10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:41,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1DD210>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:41,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2012
2026-05-12 06:55:41,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1DE650>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:41,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1DDED0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2013
2026-05-12 06:55:41,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1E6710>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2012
2026-05-12 06:55:41,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2011
2026-05-12 06:55:48,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE22A690>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:55:48,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE23F210>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-12 06:55:48,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2013
2026-05-12 06:55:48,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE229950>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2014
2026-05-12 06:55:48,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE22B1D0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:55:48,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE124E10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:48,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2014
2026-05-12 06:55:55,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2000
2026-05-12 06:55:55,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1EBF50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:55:55,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-12 06:55:55,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1EA850>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:55:55,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1FFB10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:55:55,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1FF350>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:55:55,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1EA910>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:02,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE245E90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2004
2026-05-12 06:56:02,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE244710>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2004
2026-05-12 06:56:02,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE18CE10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2004
2026-05-12 06:56:02,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE245D50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2004
2026-05-12 06:56:02,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE247C90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2004
2026-05-12 06:56:09,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2014
2026-05-12 06:56:09,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE016F90>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:09,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE248E10>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:09,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2013
2026-05-12 06:56:09,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE24AE50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:09,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE2704D0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2013
2026-05-12 06:56:09,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE272250>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:16,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCC6EEC90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:16,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE0EE350>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:16,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-12 06:56:16,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1DFBD0>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:16,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE179690>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:16,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2015
2026-05-12 06:56:16,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1DD490>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:23,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE16A590>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2016
2026-05-12 06:56:23,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1C3690>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:56:23,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE16B910>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:56:23,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2015
2026-05-12 06:56:23,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE16AB90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2015
2026-05-12 06:56:23,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2016
2026-05-12 06:56:23,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE169910>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2016
2026-05-12 06:56:30,Web1-HTTPS,https://192.168.37.134:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.134', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE126210>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:56:30,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE14AF10>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
2026-05-12 06:56:30,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2010
2026-05-12 06:56:30,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE14BED0>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2010
2026-05-12 06:56:30,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE125F50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:56:30,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE126390>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2010
2026-05-12 06:56:30,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2009
2026-05-12 06:56:37,Web1-HTTP,http://192.168.37.134:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE246C50>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2007
2026-05-12 06:56:37,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE245D10>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2005
2026-05-12 06:56:37,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE245550>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2007
2026-05-12 06:56:37,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1A0A90>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2005
2026-05-12 06:56:37,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2005
2026-05-12 06:56:44,Web1-Admin,http://192.168.37.134:8080,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.134', port=8080): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1A9510>, 'Connection to 192.168.37.134 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:44,Web2-HTTPS,https://192.168.37.133:443,HTTPS,"다운 / 오류: HTTPSConnectionPool(host='192.168.37.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000025DCE1A9090>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:44,Web2-HTTP,http://192.168.37.133:80,HTTP,"다운 / 오류: HTTPConnectionPool(host='192.168.37.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000025DCE1AB510>, 'Connection to 192.168.37.133 timed out. (connect timeout=2)'))",2014
2026-05-12 06:56:44,Web1-DB,192.168.37.134:3306,TCP,다운 / 오류: timed out,2014
2026-05-12 06:56:44,Web2-SSH,192.168.37.133:22,TCP,다운 / 오류: timed out,2014
